1341146270 17.7493
1341146271 17.738
1341146272 17.7283
1341146273 17.7298
1341146274 17.732
1341146275 17.7343
1341146276 17.7335
1341146277 17.732
1341146278 17.7313
1341146280 17.7335
1341146281 17.732
1341146282 17.8385
1341146283 17.8401
1341146284 17.8408
1341146285 17.7365
1341146286 17.7373
1341146287 17.8431
1341146288 17.735
1341146289 17.8423
1341146290 17.8393
1341146292 17.8272
1341146293 17.7193
1341146294 17.8287
1341146295 17.831
1341146296 17.7275
1341146297 17.8378
1341146298 17.7455
1341146299 17.7448
1341146300 18.6275
1341146301 18.6259
1341146302 18.6181
1341146304 18.6212
1341146305 18.6173
1341146306 18.6149
1341146307 18.6149
1341146308 18.6149
1341146309 18.6149
1341146310 18.9979
1341146311 18.9955
1341146312 18.6165
1341146313 18.6283
1341146314 18.6283
1341146316 18.6252
1341146317 18.6212
1341146318 18.6189
1341146319 18.7379
1341146320 17.8529
1341146321 17.8476
1341146322 17.8385
1341146323 17.9428
1341146324 17.8355
1341146325 17.8385
1341146326 17.8401
1341146328 17.8416
1341146329 17.9511
